p:(0.0706218,0.742926),h:0,n:27,cr:0.240134;
p:(0.137313,0.322822),h:0,n:27,cr:0.150527;
p:(0.158585,0.889988),h:0,n:27,cr:0.144386;
p:(0.170947,0.109868),h:0,n:27,cr:0.237986;
p:(0.21191,0.663215),h:0,n:27,cr:0.158672;
p:(0.232684,0.129538),h:0,n:27,cr:0.134795;
p:(0.257901,0.474188),h:0,n:27,cr:0.112722;
p:(0.353452,0.27254),h:0,n:27,cr:0.124606;
p:(0.355353,0.860843),h:0,n:27,cr:0.149442;
p:(0.382722,0.645896),h:0,n:27,cr:0.154032;
p:(0.385634,0.379486),h:0,n:27,cr:0.38397;
p:(0.407926,0.492503),h:0,n:27,cr:0.115139;
p:(0.483645,0.119851),h:0,n:27,cr:0.143925;
p:(0.51621,0.9444),h:0,n:27,cr:0.156199;
p:(0.571688,0.763459),h:0,n:27,cr:0.111009;
p:(0.58118,0.244109),h:0,n:27,cr:0.145507;
p:(0.617616,0.47486),h:0,n:27,cr:0.178219;
p:(0.661636,0.850565),h:0,n:27,cr:0.107938;
p:(0.668887,0.542021),h:0,n:27,cr:0.112834;
p:(0.731881,0.691527),h:0,n:27,cr:0.110308;
p:(0.741189,0.162683),h:0,n:27,cr:0.296194;
p:(0.82161,0.271635),h:0,n:27,cr:0.150403;
p:(0.843702,0.975209),h:0,n:27,cr:0.164266;
p:(0.887019,0.753184),h:0,n:27,cr:0.12416;
p:(0.88766,0.459498),h:0,n:27,cr:0.127169;
p:(0.893994,0.623059),h:0,n:27,cr:0.125332;
p:(0.894113,0.0852351),h:0,n:27,cr:0.124887;
p:(0.000953899,0.593694),h:1,n:0,cr:0;
p:(0.00269479,0.937683),h:1,n:0,cr:0;
p:(0.00302284,0.699994),h:1,n:0,cr:0;
p:(0.00324683,0.517902),h:1,n:0,cr:0;
p:(0.00384116,0.696466),h:1,n:0,cr:0;
p:(0.00546666,0.878293),h:1,n:0,cr:0;
p:(0.00640212,0.874243),h:1,n:0,cr:0;
p:(0.00680469,0.966267),h:1,n:0,cr:0;
p:(0.00767397,0.521396),h:1,n:0,cr:0;
p:(0.0127225,0.621418),h:1,n:0,cr:0;
p:(0.0131999,0.771583),h:1,n:0,cr:0;
p:(0.0139726,0.974326),h:1,n:0,cr:0;
p:(0.0145433,0.528566),h:1,n:0,cr:0;
p:(0.0148402,0.927128),h:1,n:0,cr:0;
p:(0.0156792,0.688985),h:1,n:0,cr:0;
p:(0.0166429,0.655349),h:1,n:0,cr:0;
p:(0.0166896,0.528318),h:1,n:0,cr:0;
p:(0.0215435,0.531661),h:1,n:0,cr:0;
p:(0.0216597,0.602229),h:1,n:0,cr:0;
p:(0.0220476,0.704589),h:1,n:0,cr:0;
p:(0.0230276,0.885624),h:1,n:0,cr:0;
p:(0.0232564,0.793723),h:1,n:0,cr:0;
p:(0.0244389,0.951558),h:1,n:0,cr:0;
p:(0.025327,0.62234),h:1,n:0,cr:0;
p:(0.0263688,0.596764),h:1,n:0,cr:0;
p:(0.0264075,0.878068),h:1,n:0,cr:0;
p:(0.0291494,0.962854),h:1,n:0,cr:0;
p:(0.0307125,0.798674),h:1,n:0,cr:0;
p:(0.0308972,0.548669),h:1,n:0,cr:0;
p:(0.0311496,0.872882),h:1,n:0,cr:0;
p:(0.031901,0.734845),h:1,n:0,cr:0;
p:(0.0335333,0.589143),h:1,n:0,cr:0;
p:(0.0345167,0.897561),h:1,n:0,cr:0;
p:(0.0345289,0.9213),h:1,n:0,cr:0;
p:(0.0363512,0.624706),h:1,n:0,cr:0;
p:(0.0370222,0.782516),h:1,n:0,cr:0;
p:(0.038047,0.699327),h:1,n:0,cr:0;
p:(0.0393027,0.781209),h:1,n:0,cr:0;
p:(0.0421711,0.96554),h:1,n:0,cr:0;
p:(0.044223,0.717732),h:1,n:0,cr:0;
p:(0.0443685,0.550075),h:1,n:0,cr:0;
p:(0.0446186,0.964453),h:1,n:0,cr:0;
p:(0.0462391,0.803939),h:1,n:0,cr:0;
p:(0.0466004,0.531629),h:1,n:0,cr:0;
p:(0.0466459,0.646199),h:1,n:0,cr:0;
p:(0.0468708,0.918686),h:1,n:0,cr:0;
p:(0.0471791,0.619596),h:1,n:0,cr:0;
p:(0.048119,0.774016),h:1,n:0,cr:0;
